x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,label
0.6013200283050537,0.7989220023155212,-3.7470866232069966e-07,0.6819425821304321,0.7445911169052124,-0.0243877861648798,0.7372936606407166,0.6580196619033813,-0.03155727684497833,0.7480387687683105,0.5775102972984314,-0.04044482856988907,0.7344223260879517,0.5110785365104675,-0.046852849423885345,0.6896660327911377,0.5839195847511292,-0.003277437062934041,0.6888667941093445,0.5203864574432373,-0.047150351107120514,0.6791254281997681,0.5766540765762329,-0.07524016499519348,0.6747769117355347,0.6374858617782593,-0.08451265096664429,0.6303365230560303,0.5947665572166443,-0.005050718784332275,0.6254414916038513,0.5353155732154846,-0.053334519267082214,0.6243792176246643,0.6088873744010925,-0.06971476972103119,0.6294867992401123,0.6734238862991333,-0.06782092154026031,0.5774993896484375,0.6157703399658203,-0.013449207879602909,0.5742629766464233,0.566730260848999,-0.06423421204090118,0.5806681513786316,0.641201376914978,-0.05961756035685539,0.5889751315116882,0.699670672416687,-0.040910929441452026,0.5280101299285889,0.6441136002540588,-0.023359453305602074,0.5289866328239441,0.6042898297309875,-0.06030553951859474,0.5376917123794556,0.6596371531486511,-0.05327308550477028,0.5466194748878479,0.7051612734794617,-0.036449722945690155,A
0.5633684396743774,0.525490939617157,-3.924139377886604e-07,0.6697144508361816,0.4861641526222229,-0.03786012902855873,0.7741744518280029,0.39308303594589233,-0.05310823768377304,0.815025806427002,0.2881013751029968,-0.06835626810789108,0.8021385669708252,0.19988925755023956,-0.07998626679182053,0.727433979511261,0.2804087996482849,-0.02445957250893116,0.7360268831253052,0.2010248303413391,-0.08636419475078583,0.7141223549842834,0.2842773199081421,-0.12295247614383698,0.6995807886123657,0.354341059923172,-0.1362985074520111,0.6487947702407837,0.2749161422252655,-0.027192668989300728,0.6618841290473938,0.21366238594055176,-0.09729105979204178,0.6474066972732544,0.32219043374061584,-0.11936714500188828,0.6328988075256348,0.39787834882736206,-0.11864358186721802,0.5762573480606079,0.28409385681152344,-0.03773999214172363,0.5832248330116272,0.22765246033668518,-0.10739599913358688,0.5758985280990601,0.334713876247406,-0.0985058844089508,0.5678272843360901,0.40799063444137573,-0.07383808493614197,0.5030781030654907,0.2991460859775543,-0.05099550262093544,0.509351372718811,0.25432130694389343,-0.10032422095537186,0.5142887234687805,0.32834765315055847,-0.09209524840116501,0.5175449848175049,0.38231098651885986,-0.07223212718963623,A
0.5442820191383362,0.7931258082389832,-2.8771162874363654e-07,0.6187261939048767,0.7418216466903687,-0.025213181972503662,0.6659202575683594,0.6484822630882263,-0.03291125223040581,0.6721678376197815,0.5634605884552002,-0.04143733158707619,0.6581001877784729,0.4951944947242737,-0.04779672622680664,0.6146296262741089,0.5797367095947266,-0.010754074901342392,0.6081931591033936,0.5154485702514648,-0.054983992129564285,0.6046934127807617,0.572586178779602,-0.08174467086791992,0.604103147983551,0.6323633790016174,-0.09065914899110794,0.5545043349266052,0.5925995111465454,-0.013439169153571129,0.5482411980628967,0.5361152291297913,-0.06161376088857651,0.5523624420166016,0.6130731701850891,-0.07631731033325195,0.5598382949829102,0.676238477230072,-0.07408726960420609,0.5013056993484497,0.6165727972984314,-0.022385843098163605,0.4996682405471802,0.5705376863479614,-0.07372965663671494,0.5085972547531128,0.6460083723068237,-0.06695233285427094,0.5169841647148132,0.7018288373947144,-0.047689035534858704,0.45055145025253296,0.6478621363639832,-0.0327775739133358,0.4509745240211487,0.6098800301551819,-0.07032470405101776,0.46138063073158264,0.6639366149902344,-0.0622183196246624,0.4709724187850952,0.7061889171600342,-0.045300062745809555,A
0.6110670566558838,0.7840245962142944,-2.8602275392586307e-07,0.7051463723182678,0.7788182497024536,-0.04720902815461159,0.7711626291275024,0.6950193047523499,-0.07002189755439758,0.7892791032791138,0.5955650210380554,-0.08736542612314224,0.7897465825080872,0.5162644982337952,-0.1027023121714592,0.7511138916015625,0.5927679538726807,-0.05381791666150093,0.7674077749252319,0.5493807792663574,-0.10861965268850327,0.7435346841812134,0.6088245511054993,-0.14027957618236542,0.7308036684989929,0.6583594083786011,-0.15637633204460144,0.6755816340446472,0.5798183679580688,-0.05165489763021469,0.7040589451789856,0.542080819606781,-0.10873766243457794,0.6878260374069214,0.6194747090339661,-0.1275707483291626,0.6760458946228027,0.6790130734443665,-0.13235141336917877,0.6079452037811279,0.5889175534248352,-0.05594461038708687,0.6280959248542786,0.5580747723579407,-0.11679164320230484,0.6189742684364319,0.6344945430755615,-0.11030899733304977,0.6115808486938477,0.688677966594696,-0.09430533647537231,0.5457771420478821,0.6102244853973389,-0.06298241019248962,0.5594263076782227,0.5844321846961975,-0.11357425898313522,0.556133508682251,0.643664538860321,-0.11020801216363907,0.5551917552947998,0.6843783855438232,-0.097830630838871,A
0.5134168863296509,0.6529848575592041,-3.1885886642157857e-07,0.6425254344940186,0.5722441077232361,-0.03395051136612892,0.7215048670768738,0.440507709980011,-0.052641529589891434,0.7499791383743286,0.32309573888778687,-0.0742829442024231,0.7377513647079468,0.22903628647327423,-0.08961880952119827,0.6626967191696167,0.3312867283821106,-0.029539722949266434,0.6824838519096375,0.27172768115997314,-0.10075955837965012,0.6706154942512512,0.3715335428714752,-0.1419774293899536,0.665920078754425,0.442133367061615,-0.15892691910266876,0.5766555070877075,0.33261075615882874,-0.03817858546972275,0.6110397577285767,0.3130192160606384,-0.11424000561237335,0.6121366620063782,0.4316768944263458,-0.13293220102787018,0.6064689755439758,0.5107486248016357,-0.13252893090248108,0.49680858850479126,0.3460414409637451,-0.055882733315229416,0.5387684106826782,0.3593878149986267,-0.13159506022930145,0.5410970449447632,0.47022995352745056,-0.1203429102897644,0.5348683595657349,0.541824221611023,-0.09466280788183212,0.4204585552215576,0.36582231521606445,-0.07730984687805176,0.4727020561695099,0.38782998919487,-0.12734340131282806,0.4803900420665741,0.4686521887779236,-0.1196335032582283,0.4800260066986084,0.5196943879127502,-0.10152953118085861,A
0.4931636154651642,0.5734829902648926,-2.910557270752179e-07,0.591128945350647,0.5167961120605469,-0.020782819017767906,0.6534002423286438,0.3949224650859833,-0.029171766713261604,0.6675582528114319,0.2880251407623291,-0.039420172572135925,0.6454312801361084,0.21304400265216827,-0.04745667800307274,0.6042072176933289,0.33360373973846436,-0.021971914917230606,0.5921558737754822,0.23481187224388123,-0.07209913432598114,0.5864278078079224,0.3042795658111572,-0.1005147397518158,0.5883658528327942,0.3763684928417206,-0.11084072291851044,0.5275302529335022,0.34836384654045105,-0.03139141947031021,0.5178408622741699,0.25736913084983826,-0.08150424808263779,0.5244761109352112,0.34428295493125916,-0.09325148910284042,0.5306614637374878,0.4164242148399353,-0.09183748066425323,0.4539903700351715,0.3726823925971985,-0.04645305871963501,0.4495023787021637,0.29572147130966187,-0.09638208895921707,0.4647865891456604,0.3787466287612915,-0.08358793705701828,0.4750796854496002,0.44316306710243225,-0.06366617232561111,0.38012149930000305,0.4006056785583496,-0.06307113170623779,0.3822347819805145,0.33902743458747864,-0.098668172955513,0.39884620904922485,0.3962278962135315,-0.08737688511610031,0.41047853231430054,0.4459652304649353,-0.0708296000957489,A
0.5529364347457886,0.5569664239883423,-3.637834709024901e-07,0.6377184391021729,0.5019904971122742,-0.020562313497066498,0.6816040277481079,0.40975674986839294,-0.028156952932476997,0.6908867359161377,0.32626447081565857,-0.038361966609954834,0.6927915215492249,0.2619929909706116,-0.04664376378059387,0.6445440053939819,0.348286896944046,-0.009108818136155605,0.6364902257919312,0.28828200697898865,-0.053529560565948486,0.6285249590873718,0.33864232897758484,-0.08221697807312012,0.6273274421691895,0.3909609317779541,-0.09353010356426239,0.5826194286346436,0.3574444651603699,-0.015590074472129345,0.5740453600883484,0.30350708961486816,-0.06433022767305374,0.5798881649971008,0.3723134994506836,-0.08203423768281937,0.5874369740486145,0.43217581510543823,-0.0837070494890213,0.5277761816978455,0.3760383427143097,-0.02808779664337635,0.5184131860733032,0.3415273427963257,-0.07663126289844513,0.5303934812545776,0.41083765029907227,-0.07623784989118576,0.5394865870475769,0.46621015667915344,-0.0629086121916771,0.4776344895362854,0.4020814001560211,-0.04220888763666153,0.4736019968986511,0.3691460192203522,-0.0714590772986412,0.48297983407974243,0.411099374294281,-0.06618060916662216,0.49164003133773804,0.4479275643825531,-0.05429737642407417,A
0.48527300357818604,0.5878006219863892,-2.1749212919530692e-07,0.5653023719787598,0.5533825159072876,-0.017678996548056602,0.6217082142829895,0.4964601397514343,-0.02506956085562706,0.6331921219825745,0.42879417538642883,-0.034534014761447906,0.6407511234283447,0.37632977962493896,-0.042382992804050446,0.584059476852417,0.42679470777511597,-0.007349656894803047,0.5889109969139099,0.37281253933906555,-0.04327571764588356,0.5803931951522827,0.4172511100769043,-0.06652240455150604,0.5732689499855042,0.46408993005752563,-0.07587819546461105,0.531273365020752,0.4254453480243683,-0.01234547607600689,0.539436399936676,0.372057169675827,-0.05074682459235191,0.5370358228683472,0.43046653270721436,-0.06508570164442062,0.5342664122581482,0.48088327050209045,-0.06678061187267303,0.48168259859085083,0.433088481426239,-0.022239703685045242,0.48796945810317993,0.38600584864616394,-0.061620987951755524,0.4930216073989868,0.4448280334472656,-0.05873448774218559,0.4950104355812073,0.4925535321235657,-0.04652142524719238,0.43007445335388184,0.44709497690200806,-0.03333484008908272,0.43873298168182373,0.4050396978855133,-0.06026371568441391,0.4495859742164612,0.4459996819496155,-0.05487006902694702,0.45657461881637573,0.48329833149909973,-0.04374713450670242,A
0.5119207501411438,0.7058538198471069,-5.193203946873837e-07,0.6689401268959045,0.6594458818435669,-0.05281868204474449,0.7789514064788818,0.5608116984367371,-0.09506820887327194,0.811960756778717,0.43446266651153564,-0.12860339879989624,0.7978057861328125,0.32687193155288696,-0.1596103310585022,0.7248070240020752,0.38544780015945435,-0.1409517377614975,0.7256529331207275,0.37018799781799316,-0.2079169601202011,0.7053959369659424,0.475184828042984,-0.23511682450771332,0.6927862167358398,0.5488514304161072,-0.24633905291557312,0.6222968697547913,0.3665924668312073,-0.1404494196176529,0.6197509169578552,0.4068397581577301,-0.20481830835342407,0.6137805581092834,0.5175185799598694,-0.21186500787734985,0.6048548221588135,0.5911688804626465,-0.21637503802776337,0.5276290774345398,0.3779307007789612,-0.14071857929229736,0.5219911336898804,0.41939857602119446,-0.1975572109222412,0.5304705500602722,0.5184236168861389,-0.18013247847557068,0.5309606790542603,0.5926711559295654,-0.16463780403137207,0.43878886103630066,0.3944372832775116,-0.14533889293670654,0.4396994411945343,0.4185691773891449,-0.1851229965686798,0.44912564754486084,0.49399837851524353,-0.17608043551445007,0.4571429491043091,0.5477745532989502,-0.16471800208091736,A
0.6385965943336487,0.6598639488220215,-1.387693089327513e-07,0.7873619794845581,0.597013533115387,-0.03140188008546829,0.8841682076454163,0.46077561378479004,-0.042937371879816055,0.8993127346038818,0.32975447177886963,-0.0589553564786911,0.8923808932304382,0.23387420177459717,-0.06953047215938568,0.8193751573562622,0.3530884385108948,-0.0046054767444729805,0.8339200615882874,0.25290077924728394,-0.07440042495727539,0.8255353569984436,0.34400099515914917,-0.11613863706588745,0.8150508999824524,0.4305627942085266,-0.1317032128572464,0.7304927110671997,0.3543189465999603,-0.017083676531910896,0.7568615674972534,0.26489904522895813,-0.09644736349582672,0.7573468089103699,0.3886689245700836,-0.1254335343837738,0.7474762201309204,0.4827776849269867,-0.1272234171628952,0.6455203890800476,0.369999498128891,-0.039198778569698334,0.6831861734390259,0.29643529653549194,-0.1226293295621872,0.6886287331581116,0.4242156147956848,-0.1180507242679596,0.6814648509025574,0.5137951374053955,-0.09182209521532059,0.557547390460968,0.397826224565506,-0.06347004324197769,0.6022251844406128,0.3501347303390503,-0.1229851171374321,0.6149095296859741,0.43812575936317444,-0.11639704555273056,0.6134065985679626,0.5040766000747681,-0.09564487636089325,A
